Component	CO2_FF	CO2_AFOLU	CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC	CFC-13	HCFC-124	HCFC-133a	HFC152a	HFC365mfc	HFC236fa	C3F8	C4F8	C4F10	NF3	SO2F2
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg  Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  
Reference	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	No data	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	
1786	0.00529217	0.15638018	23.831995	0.10732125	1.26446108	0.0	0.0	0.0	0.0	0.0	105.02684	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.14e-06	0.0	0.0	0.00011542	0.0	0.0	0.0	0.01007122	0.0	3.82061457	354.2058773	59.91468241	7.49108425	1.32397725	12.16464029	0.83470623	3.30251684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1787	0.0052943	0.15925713	24.17652818	0.10934879	1.28189425	0.0	0.0	0.0	0.0	0.0	105.03415	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.18e-06	0.0	0.0	0.00011949	0.0	0.0	0.0	0.01007122	0.0	3.87931875	358.79336825	60.75335708	7.55517197	1.34642146	12.39124602	0.83875783	3.31908544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788	0.00529542	0.162187	24.85592892	0.11141464	1.32666321	0.0	0.0	0.0	0.0	0.0	104.9922	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.21e-06	0.0	0.0	0.00012346	0.0	0.0	0.0	0.01007122	0.0	4.03250151	371.35709235	63.12433047	7.73093474	1.40691265	12.99231757	0.84831083	3.35103677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1789	0.00529755	0.16517077	24.71707284	0.11351951	1.30150649	0.0	0.0	0.0	0.0	0.0	105.0242	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.25e-06	0.0	0.0	0.00012758	0.0	0.0	0.0	0.01007122	0.0	3.90526346	363.44164458	61.63229238	7.66351624	1.3610673	12.65051528	0.84659733	3.34989334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1790	0.00529967	0.16820944	24.94220857	0.11566415	1.30537362	0.0	0.0	0.0	0.0	0.0	104.99139	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.28e-06	0.0	0.0	0.00013156	0.0	0.0	0.0	0.01007122	0.0	3.93133633	364.88021639	61.84599181	7.68025437	1.37221648	12.7102909	0.84422051	3.34645301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1791	0.0059166	0.17130401	24.77843217	0.11784931	1.28533314	0.0	0.0	0.0	0.0	0.0	105.02128	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.32e-06	0.0	0.0	0.00013568	0.0	0.0	0.0	0.01007122	0.0	3.84238324	356.65838617	60.2187392	7.55694354	1.33610385	12.28900535	0.8364797	3.32744452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1792	0.00609512	0.17445551	24.81889294	0.12007575	1.28049884	0.0	0.0	0.0	0.0	0.0	105.04466	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.36e-06	0.0	0.0	0.00013979	0.0	0.0	0.0	0.01007122	0.0	3.84642839	354.25153761	59.70568574	7.49915504	1.32763654	12.11884997	0.83401426	3.32781922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1793	0.00610139	0.17766499	25.03153141	0.12234425	1.27723667	0.0	0.0	0.0	0.0	0.0	105.02605	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.39e-06	0.0	0.0	0.0001438	0.0	0.0	0.0	0.01007122	0.0	3.792475	353.37230934	59.5849395	7.51812074	1.31703442	12.13640972	0.83623941	3.34156982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1794	0.00608873	0.18093351	25.76753778	0.12465561	1.32397285	0.0	0.0	0.0	0.0	0.0	104.98417	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.43e-06	0.0	0.0	0.00014774	0.0	0.0	0.0	0.01007122	0.0	3.89617003	365.72191403	62.03822453	7.73153599	1.36347184	12.7728169	0.85037128	3.39244307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1795	0.00609224	0.18426217	25.77334281	0.12701064	1.30769195	0.0	0.0	0.0	0.0	0.0	105.01093	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.46e-06	0.0	0.0	0.00015186	0.0	0.0	0.0	0.01007122	0.0	3.91326671	362.19212269	61.24273214	7.62616922	1.35903137	12.5040838	0.8436609	3.37904814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1796	0.00639251	0.18765206	25.74058407	0.12941016	1.2869799	0.0	0.0	0.0	0.0	0.0	104.99978	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.5e-06	0.0	0.0	0.00015588	0.0	0.0	0.0	0.01007122	0.0	3.74402218	354.47830294	59.86424243	7.5818631	1.30830761	12.23893827	0.84484701	3.38943153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1797	0.00670856	0.19110432	26.23006226	0.13185501	1.32275997	0.0	0.0	0.0	0.0	0.0	105.01623	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.54e-06	0.0	0.0	0.00015998	0.0	0.0	0.0	0.01007122	0.0	3.93510161	363.5482372	61.47137695	7.63630258	1.36260362	12.52497017	0.85087141	3.41368288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1798	0.00698642	0.19462009	26.54644012	0.13434605	1.34508488	0.0	0.0	0.0	0.0	0.0	105.0081	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.57e-06	0.0	0.0	0.00016401	0.0	0.0	0.0	0.01007049	0.0	4.00971652	367.6501028	62.19763903	7.67101772	1.38850333	12.72341412	0.84555295	3.40325863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1799	0.00735858	0.19820054	26.70648817	0.13688415	1.33331817	0.0	0.0	0.0	0.0	0.0	104.99068	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.61e-06	0.0	0.0	0.00016801	0.0	0.0	0.0	0.01007196	0.0	3.87711743	363.4860469	61.4962302	7.67446285	1.35522569	12.60886035	0.85206648	3.42848244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1800	0.00784849	0.20184686	27.05634308	0.1394702	1.35199549	0.0	0.0	0.0	0.0	0.0	104.95838	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.64e-06	0.0	0.0	0.00017195	0.0	0.0	0.0	0.01007122	0.0	3.86192817	365.84663684	62.00320914	7.74064532	1.35785921	12.789396	0.85811485	3.4527457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1801	0.00778764	0.20556026	27.12488718	0.14210511	1.34690404	0.0	0.0	0.0	0.0	0.0	105.01099	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.68e-06	0.0	0.0	0.00017617	0.0	0.0	0.0	0.01007122	0.0	3.91599978	364.91706839	61.66564779	7.70118698	1.36039628	12.60088664	0.85900541	3.46284658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1802	0.01011065	0.20934197	27.33978432	0.1447898	1.36639239	0.0	0.0	0.0	0.0	0.0	104.99468	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.72e-06	0.0	0.0	0.00018017	0.0	0.0	0.0	0.01007122	0.0	3.80922108	362.96270751	61.32615659	7.76305409	1.33764038	12.58995971	0.86505228	3.4858639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1803	0.00875865	0.21319326	27.32049985	0.1475252	1.34061187	0.0	0.0	0.0	0.0	0.0	105.0108	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.75e-06	0.0	0.0	0.00018428	0.0	0.0	0.0	0.01007122	0.0	3.76807397	358.65077998	60.40434182	7.72086376	1.31667276	12.34278591	0.86334307	3.48824497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1804	0.0095598	0.2171154	27.46474997	0.15031229	1.34858279	0.0	0.0	0.0	0.0	0.0	105.0121	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.79e-06	0.0	0.0	0.00018833	0.0	0.0	0.0	0.01007122	0.0	3.86570438	359.52869598	60.36470275	7.68708673	1.33216497	12.17706443	0.86513312	3.49918368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1805	0.0093459	0.2211097	27.9507982	0.15315203	1.3676224	0.0	0.0	0.0	0.0	0.0	104.98963	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.82e-06	0.0	0.0	0.0001923	0.0	0.0	0.0	0.01007122	0.0	3.83779105	364.30370433	61.31991146	7.83516221	1.34415434	12.56889889	0.87088806	3.52525591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1806	0.00978056	0.22517748	28.13437245	0.15604542	1.37089914	0.0	0.0	0.0	0.0	0.0	104.98239	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.86e-06	0.0	0.0	0.00019633	0.0	0.0	0.0	0.01007122	0.0	3.8712351	364.34322934	61.22344968	7.84354145	1.34191062	12.38962627	0.88091197	3.5618169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1807	0.0104638	0.2293201	28.45865603	0.15899347	1.39033597	0.0	0.0	0.0	0.0	0.0	104.99423	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.9e-06	0.0	0.0	0.00020042	0.0	0.0	0.0	0.01007122	0.0	3.9009199	367.23493281	61.70646914	7.90622733	1.35434856	12.53404121	0.88552342	3.58352288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1808	0.00977916	0.23353893	29.18524117	0.16199721	1.42620131	0.0	0.0	0.0	0.0	0.0	104.95199	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.93e-06	0.0	0.0	0.00020431	0.0	0.0	0.0	0.01007122	0.0	4.06429298	380.035272	64.08195973	8.09530346	1.41601778	13.10841013	0.8959187	3.62313677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1809	0.00978777	0.23783537	29.12865813	0.16505771	1.40374792	0.0	0.0	0.0	0.0	0.0	104.979	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	2.97e-06	0.0	0.0	0.00020846	0.0	0.0	0.0	0.01007122	0.0	3.93419735	372.84868554	62.71002213	8.06276698	1.37117141	12.80837738	0.89627123	3.63178862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1810	0.01040638	0.24221086	29.42453242	0.16817602	1.41481575	0.0	0.0	0.0	0.0	0.0	104.93988	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3e-06	0.0	0.0	0.00021235	0.0	0.0	0.0	0.01007122	0.0	3.95568838	374.71801191	62.97351665	8.10707915	1.38218253	12.885459	0.89734119	3.63992909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1811	0.01100823	0.24666684	29.40578756	0.17135325	1.40430332	0.0	0.0	0.0	0.0	0.0	104.96903	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.04e-06	0.0	0.0	0.00021652	0.0	0.0	0.0	0.01007122	0.0	3.91290633	369.26948631	61.829606	8.02694834	1.35934967	12.55160026	0.89318057	3.63726531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1812	0.01138901	0.2512048	29.4202985	0.1745905	1.39549684	0.0	0.0	0.0	0.0	0.0	104.99029	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.07e-06	0.0	0.0	0.00022066	0.0	0.0	0.0	0.01007122	0.0	3.870213	364.58068747	60.85746997	7.96516964	1.33732571	12.28810487	0.89068123	3.64094576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1813	0.01144215	0.25582625	29.77847603	0.17788891	1.40094065	0.0	0.0	0.0	0.0	0.0	104.97005	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.11e-06	0.0	0.0	0.00022462	0.0	0.0	0.0	0.01007122	0.0	3.83836043	365.91388742	61.1361302	8.03299595	1.33448168	12.39070614	0.89751518	3.67420889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1814	0.01169663	0.26053271	30.54785186	0.18124963	1.44975641	0.0	0.0	0.0	0.0	0.0	104.93884	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.14e-06	0.0	0.0	0.00022853	0.0	0.0	0.0	0.01007122	0.0	3.94099217	377.98554168	63.49192823	8.25536579	1.37921528	12.9883183	0.91236441	3.73160518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1815	0.01208679	0.26532576	30.64433954	0.18467385	1.44346837	0.0	0.0	0.0	0.0	0.0	104.94955	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.18e-06	0.0	0.0	0.00023263	0.0	0.0	0.0	0.01007122	0.0	3.9720706	375.5806648	62.8715757	8.17889456	1.37892635	12.75686767	0.90839834	3.73062921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1816	0.01337446	0.27020699	30.79985622	0.18816276	1.45015433	0.0	0.0	0.0	0.0	0.0	104.93504	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.22e-06	0.0	0.0	0.00023661	0.0	0.0	0.0	0.01007122	0.0	3.86024766	371.62982277	62.14643252	8.18824748	1.34761335	12.63975077	0.91340865	3.75528308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1817	0.01396165	0.27517802	31.19839541	0.19171758	1.47265241	0.0	0.0	0.0	0.0	0.0	104.95336	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.25e-06	0.0	0.0	0.00024074	0.0	0.0	0.0	0.01007122	0.0	3.97527014	376.44294413	62.94153101	8.22082538	1.37611145	12.73003262	0.92006911	3.78719602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1818	0.01404634	0.28024051	31.68760832	0.19533955	1.50399109	0.0	0.0	0.0	0.0	0.0	104.94012	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.29e-06	0.0	0.0	0.00024472	0.0	0.0	0.0	0.01007122	0.0	4.10317253	383.9142096	64.26768049	8.30681711	1.4192516	13.06162781	0.91623851	3.78802107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1819	0.01411246	0.28539613	31.84544135	0.19902996	1.48104748	0.0	0.0	0.0	0.0	0.0	104.92235	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.32e-06	0.0	0.0	0.00024868	0.0	0.0	0.0	0.01007122	0.0	3.9576131	378.33258383	63.25758927	8.30287886	1.37829508	12.83879978	0.9258344	3.82639843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1820	0.01432805	0.29064659	32.33339467	0.20279009	1.50078636	0.0	0.0	0.0	0.0	0.0	104.88909	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.36e-06	0.0	0.0	0.00025256	0.0	0.0	0.0	0.01007122	0.0	3.95266353	382.41974828	64.0766433	8.41607797	1.38739495	13.10211888	0.93365382	3.86144553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1821	0.01455325	0.29599365	32.52138863	0.20662125	1.50666167	0.0	0.0	0.0	0.0	0.0	104.93899	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.4e-06	0.0	0.0	0.00025685	0.0	0.0	0.0	0.01007122	0.0	4.02372688	382.8975341	63.98744909	8.39629917	1.39608955	12.97435659	0.93739423	3.88574374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1822	0.01512422	0.30143908	32.73451052	0.21052479	1.5001359	0.0	0.0	0.0	0.0	0.0	104.92104	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.43e-06	0.0	0.0	0.00026081	0.0	0.0	0.0	0.01007122	0.0	3.8653651	378.67080044	63.22724653	8.44785207	1.35813297	12.87669532	0.94438215	3.91960276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1823	0.01602844	0.30698469	32.75571509	0.21450208	1.50026346	0.0	0.0	0.0	0.0	0.0	104.94096	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.47e-06	0.0	0.0	0.00026495	0.0	0.0	0.0	0.01007122	0.0	3.84032101	374.39318132	62.26076437	8.39526106	1.34029617	12.61032738	0.9421756	3.9223849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1824	0.01649102	0.31263233	33.0519787	0.21855451	1.5135771	0.0	0.0	0.0	0.0	0.0	104.93425	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.5e-06	0.0	0.0	0.00026896	0.0	0.0	0.0	0.01007122	0.0	3.95068157	377.04071142	62.5634338	8.39583394	1.35964332	12.50936389	0.95130449	3.96136137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1825	0.01721223	0.31838386	33.52533882	0.2226835	1.538879	0.0	0.0	0.0	0.0	0.0	104.91652	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.54e-06	0.0	0.0	0.00027292	0.0	0.0	0.0	0.01007122	0.0	3.91322821	380.31674976	63.18578955	8.51623649	1.36644272	12.82055568	0.95626039	3.98812184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1826	0.0173717	0.32424121	33.7481029	0.2268905	1.53265574	0.0	0.0	0.0	0.0	0.0	104.90841	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.57e-06	0.0	0.0	0.00027692	0.0	0.0	0.0	0.01007122	0.0	3.90577575	378.82226551	62.81594151	8.52362041	1.35288262	12.58363573	0.96808622	4.03714335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1827	0.01862859	0.33020631	34.15505001	0.23117697	1.56678012	0.0	0.0	0.0	0.0	0.0	104.91515	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.61e-06	0.0	0.0	0.000281	0.0	0.0	0.0	0.01007122	0.0	3.95688858	382.47733921	63.38999011	8.58585032	1.37068936	12.73103758	0.97564842	4.06888165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1828	0.01881335	0.33628116	34.99912851	0.23554443	1.61873144	0.0	0.0	0.0	0.0	0.0	104.87222	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.64e-06	0.0	0.0	0.0002848	0.0	0.0	0.0	0.01007122	0.0	4.11022115	395.97543247	65.90535949	8.80149595	1.43143371	13.35572223	0.98934044	4.12484227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1829	0.01865289	0.34246776	35.01640513	0.2399944	1.59793989	0.0	0.0	0.0	0.0	0.0	104.90025	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.68e-06	0.0	0.0	0.000289	0.0	0.0	0.0	0.01007122	0.0	3.99438984	389.1746282	64.57289824	8.76722939	1.38987089	13.05487661	0.98950544	4.13920505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1830	0.02491864	0.34876818	35.40215534	0.24452844	1.70665258	0.0	0.0	0.0	0.0	0.0	104.8667	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.72e-06	0.0	0.0	0.00029285	0.0	0.0	0.0	0.01007122	0.0	4.03241258	392.10653286	64.94076179	8.81880645	1.40373592	13.14826728	0.99942391	4.16598429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1831	0.02364585	0.35518451	35.37418705	0.24914813	1.66176274	0.0	0.0	0.0	0.0	0.0	104.89174	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.75e-06	0.0	0.0	0.00029703	0.0	0.0	0.0	0.01007122	0.0	3.94152737	384.20125072	63.33682174	8.73150739	1.36534653	12.69985246	0.99600059	4.1778762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1832	0.02367158	0.36171889	35.56272349	0.2538551	1.66134001	0.0	0.0	0.0	0.0	0.0	104.90924	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.79e-06	0.0	0.0	0.00030118	0.0	0.0	0.0	0.01007122	0.0	3.94029481	382.363398	62.87089656	8.71243001	1.35640011	12.53577503	0.99746319	4.20321172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1833	0.02421202	0.36837347	35.98083111	0.258651	1.67461019	0.0	0.0	0.0	0.0	0.0	104.89175	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.82e-06	0.0	0.0	0.00030512	0.0	0.0	0.0	0.01007049	0.0	3.89951621	383.45379279	63.0695837	8.79092296	1.35011594	12.61210363	1.00684344	4.25239329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1834	0.02468763	0.37515048	36.76106097	0.2635375	1.72202542	0.0	0.0	0.0	0.0	0.0	104.854	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.86e-06	0.0	0.0	0.00030893	0.0	0.0	0.0	0.01007196	0.0	3.98311715	394.14290234	65.10499264	9.00142047	1.38921464	13.13635246	1.02323083	4.31793288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1835	0.02525833	0.38205217	36.88278973	0.26851632	1.71897686	0.0	0.0	0.0	0.0	0.0	104.8698	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.9e-06	0.0	0.0	0.00031307	0.0	0.0	0.0	0.01007122	0.0	3.99259974	390.55513918	64.23544317	8.92554829	1.37939039	12.8284888	1.02606599	4.34199799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1836	0.02920337	0.38908083	37.24729235	0.2735892	1.78386664	0.0	0.0	0.0	0.0	0.0	104.84901	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.93e-06	0.0	0.0	0.00031697	0.0	0.0	0.0	0.01007122	0.0	3.91160856	389.97866439	64.08016333	8.99301509	1.35916934	12.83028475	1.04501862	4.40471954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1837	0.02924268	0.3962388	37.69980678	0.27875792	1.79887801	0.0	0.0	0.0	0.0	0.0	104.86946	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	3.97e-06	0.0	0.0	0.00032114	0.0	0.0	0.0	0.01007122	0.0	4.03419684	394.75650377	64.82242714	9.02705982	1.39004655	12.91380059	1.05016363	4.44003465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1838	0.03027035	0.40352845	38.24210962	0.28402429	1.84235204	0.0	0.0	0.0	0.0	0.0	104.85548	0.02485686	0.0	0.0	0.0	0.0	0.0	0.00772327	0.0	0.0	0.0	0.0	0.0	4e-06	0.0	0.0	0.00032509	0.0	0.0	0.0	0.01007122	0.0	4.13600055	401.29618701	65.94724657	9.12253589	1.42223182	13.16907262	1.05507993	4.47246585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
