Component	CO2_FF	CO2_AFOLU	CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC	CFC-13	HCFC-124	HCFC-133a	HFC152a	HFC365mfc	HFC236fa	C3F8	C4F8	C4F10	NF3	SO2F2
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg  Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  
Reference	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	No data	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	
2242	0.21066088	0.0	131.33194619	4.60866108	1.78677181	0.059024	0.00064	0.0	0.0	0.00365718	6.06210133	0.01312533	0.0	0.00048157	0.0640188	0.0	0.00111625	0.00042667	0.00285867	0.000432	11.11616853	8.19854933	4.35005867	0.12850856	0.0	1.71365381	0.0	0.01436246	0.024992	0.00557257	0.17302241	0.04225067	5.8174482	229.44701947	44.56147967	51.44062756	1.0705356	10.02114731	0.21691358	0.88588745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2243	0.18432827	0.0	130.17827724	4.60200542	1.6906081	0.051646	0.00056	0.0	0.0	0.00320003	5.30433867	0.01148467	0.0	0.00042138	0.05601645	0.0	0.00097672	0.00037333	0.00250133	0.000378	9.72664747	7.17373067	3.80630133	0.11244499	0.0	1.49944709	0.0	0.01256715	0.021868	0.004876	0.15139461	0.03696933	5.69208934	228.35213015	44.02530171	51.34253637	1.0705356	10.02114731	0.20731141	0.86030554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2244	0.15799566	0.0	129.02460829	4.59534976	1.59444438	0.044268	0.00048	0.0	0.0	0.00274288	4.546576	0.009844	0.0	0.00036118	0.0480141	0.0	0.00083719	0.00032	0.002144	0.000324	8.3371264	6.148912	3.262544	0.09638142	0.0	1.28524036	0.0	0.01077184	0.018744	0.00417943	0.12976681	0.031688	5.56673048	227.25724082	43.48912375	51.24444518	1.0705356	10.02114731	0.19770925	0.83472363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2245	0.13166305	0.0	127.87093935	4.5886941	1.49828067	0.03689	0.0004	0.0	0.0	0.00228574	3.78881333	0.00820333	0.0	0.00030098	0.04001175	0.0	0.00069765	0.00026667	0.00178667	0.00027	6.94760533	5.12409333	2.71878667	0.08031785	0.0	1.07103363	0.0	0.00897654	0.01562	0.00348286	0.10813901	0.02640667	5.44137162	226.16235149	42.95294578	51.14635398	1.0705356	10.02114731	0.18810708	0.80914172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2246	0.10533044	0.0	126.7172704	4.58203844	1.40211695	0.029512	0.00032	0.0	0.0	0.00182859	3.03105067	0.00656267	0.0	0.00024079	0.0320094	0.0	0.00055812	0.00021333	0.00142933	0.000216	5.55808427	4.09927467	2.17502933	0.06425428	0.0	0.85682691	0.0	0.00718123	0.012496	0.00278629	0.08651121	0.02112533	5.31601276	225.06746217	42.41676782	51.04826279	1.0705356	10.02114731	0.17850492	0.78355982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2247	0.07899783	0.0	125.56360145	4.57538278	1.30595324	0.022134	0.00024	0.0	0.0	0.00137144	2.273288	0.004922	0.0	0.00018059	0.02400705	0.0	0.00041859	0.00016	0.001072	0.000162	4.1685632	3.074456	1.631272	0.04819071	0.0	0.64262018	0.0	0.00538592	0.009372	0.00208972	0.0648834	0.015844	5.1906539	223.97257284	41.88058986	50.9501716	1.0705356	10.02114731	0.16890275	0.75797791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2248	0.05266522	0.0	124.40993251	4.56872712	1.20978952	0.014756	0.00016	0.0	0.0	0.00091429	1.51552533	0.00328133	0.0	0.00012039	0.0160047	0.0	0.00027906	0.00010667	0.00071467	0.000108	2.77904213	2.04963733	1.08751467	0.03212714	0.0	0.42841345	0.0	0.00359061	0.006248	0.00139314	0.0432556	0.01056267	5.06529504	222.87768351	41.34441189	50.8520804	1.0705356	10.02114731	0.15930059	0.732396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2249	0.02633261	0.0	123.25626356	4.56207146	1.11362581	0.007378	8e-05	0.0	0.0	0.00045715	0.75776267	0.00164067	0.0	6.02e-05	0.00800235	0.0	0.00013953	5.333e-05	0.00035733	5.4e-05	1.38952107	1.02481867	0.54375733	0.01606357	0.0	0.21420673	0.0	0.00179531	0.003124	0.00069657	0.0216278	0.00528133	4.93993618	221.78279419	40.80823393	50.75398921	1.0705356	10.02114731	0.14969842	0.70681409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2250	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2251	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2252	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2253	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2255	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2256	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2257	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2258	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2259	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2260	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2261	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2262	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2263	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2264	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2265	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2266	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2267	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2268	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2269	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2270	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2271	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2272	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2273	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2274	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2275	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2276	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2277	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2278	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2279	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2280	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2281	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2282	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2283	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2284	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2285	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2286	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2287	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2288	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2289	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2290	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2291	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2292	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2293	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2294	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2295	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2296	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
